pixel_som_cluster,CD3,CD4,CD8a,CD11b,CD14,CD16,CD20,CD44,CD45,CD45RO,CD68,CD107a,CD163,CD366,Pan-keratin,FOXP3,E-Cadherin,HLA-DR-DQ-DP,Beta-Catenin,B7-H4,Granzyme-B,Alpha-SMA,Vimentin,CD31,count,pixel_meta_cluster,pixel_meta_cluster_rename
203,0.3999979012297225,0.6271637831780854,0.1559703712452684,0.4449793715199555,0.5158322170105509,0.4914003125655002,0.1182449309406013,0.1267675995172763,0.1354986813815996,0.2054471042970524,0.1149043381453008,0.1559119332719361,0.2063576514799875,0.2083063106354306,0.2554171139569484,0.287406897793866,0.6346374041084681,0.0408021668205831,0.4327526930647081,0.3061839649629397,0.1460177180542992,0.09316848086834,0.0736600557029336,0.0786709026027868,324260,8,ECad*
204,0.2827461468763301,0.3109620011041929,0.2022452736378657,0.7152504379582488,0.258866314094173,0.292990760770396,0.1404366974480628,0.167026690957124,0.1651216610447316,0.2437780281674329,0.1511484449142602,0.4158897548424107,0.2590642473668517,0.2525258926876556,0.3752580218576942,0.2754629601378217,0.4506661394960558,0.0688191135594676,0.3680730730569594,0.2431691878299205,0.1353702817888403,0.1539917517985589,0.0930393266725774,0.0970862280247954,174820,36,CD11b
205,0.2747427234993997,0.3366291531826097,0.2273066899668735,0.2428321042795566,0.3946588013691591,0.4082638143857007,0.1397932289778815,0.1601971416839106,0.2244461326829833,0.2168987926774542,0.2237499342464431,0.3440760543702773,0.323576783919747,0.1910002600774395,0.2487290488054198,0.2193382187298996,0.950325791154039,0.1409971683087318,0.2436481600074553,0.2900081955547888,0.1563776296904298,0.0775123157314445,0.0984973893045868,0.1436734067452387,98820,8,ECad*
206,0.2243598519954893,0.3449499802711054,0.2348708501093583,0.5733729206772259,0.3571237789570058,0.2539668627530644,0.1576330283611783,0.1378483672403482,0.1781377383904186,0.5778327864844415,0.1564546830387968,0.2997992631385073,0.219506924966654,0.2587536802937318,0.2667746496980355,0.2988445772857083,0.3358005432859434,0.0762722571756143,0.2452333971750676,0.354549535054555,0.2030402702514345,0.1493640192981852,0.093578636179199,0.11344345129793,171923,36,CD11b
207,0.2859661573018882,0.305492830338205,0.280783875713072,0.3020951723003728,0.2456540143042172,0.2472611119406865,0.1665419383376578,0.1887595021052633,0.2357721871167262,0.3332164174024435,0.1781884890361729,0.184221584583553,0.2148671594270747,0.2443921880100568,0.290243824316902,0.2849141283030091,0.4091372815517013,0.1273313519339816,0.3213589799854148,0.3217856954451051,0.2055557422480739,0.3726070365782279,0.1394886394491781,0.2283931418129958,478743,5,CD8a + ECad*
208,0.2574669528776739,0.3374315540497961,0.2900273987141971,0.2934109239758865,0.2710802106624056,0.282815968909126,0.1763620661269729,0.2516481095077018,0.3018115315743411,0.2407433561013039,0.2102613788275502,0.1612674716718576,0.2927343580858459,0.28854451532783,0.1242017067399255,0.2407112426418885,0.355232247188625,0.2961479713894303,0.3025584083484706,0.2787631202856446,0.1973348457021081,0.3171423613145575,0.1379528693963163,0.2684297226478069,527433,5,CD8a + ECad*
209,0.2758893911280001,0.3470529209594816,0.3209463500890588,0.3288596611993125,0.2739949356098157,0.2352700302691617,0.1576139803120394,0.2407889480988534,0.3406900722321674,0.2281310316497449,0.3482947245283771,0.2329378614383583,0.1807961422340105,0.2960604177841264,0.1818207739380179,0.2131845306137234,0.3111089680861308,0.3621280842105225,0.2848096142679254,0.3149141948818233,0.2841659199473417,0.0693029337202615,0.2225207220871498,0.2007384509159768,482429,2,HLA
210,0.3034391561587045,0.3331202505964301,0.3315009630770357,0.3095605976306779,0.2970511441742323,0.3047533210617217,0.1989932914027498,0.1858588138886969,0.341745174490948,0.1748824299595624,0.5029662321992736,0.2251238864681346,0.4732384706928996,0.278965614086328,0.1495194119786546,0.2353445824831511,0.1275888144093877,0.1026508057434042,0.2217774931084488,0.2990837715534392,0.2949885865435835,0.0983074416494247,0.1905835803738987,0.2066596284573163,237792,7,CD68
211,0.2071036209877535,0.3611962989980916,0.1447171706044283,0.3309629299650599,0.3217508189325191,0.3264791580390417,0.1233565137374754,0.231247480399422,0.3237203367576332,0.2322535095118263,0.3542580505236955,0.2304235869752937,0.3366943813482941,0.3354090960688626,0.2978561843834315,0.2043259557277831,0.1235129262883055,0.3857722100984281,0.195596922846533,0.2716491118474309,0.242011786570741,0.0879044940096462,0.2749516217186355,0.2537069256837102,309314,3,HLA + CD4
212,0.1614414977985675,0.3843559166311995,0.1487391116237751,0.4156725192626149,0.3386828107142338,0.2808360639172296,0.0722869783886015,0.2271843973651497,0.2788657081690551,0.1726975021095174,0.4747926730474489,0.2808415134670756,0.160684445119872,0.3254472397600304,0.1677263008890925,0.2408715938900789,0.2539889577930705,0.4307888568198476,0.3189962387166007,0.3913207364970087,0.2841251803760224,0.0496157555508579,0.2474780137326838,0.2128431102184674,190220,2,HLA
213,0.2155686333501662,0.4431764048427538,0.1868987278752497,0.3207089471991461,0.2979537260094181,0.2611099022343223,0.1389345930308756,0.2489607257976836,0.3647547708806291,0.2678593521057764,0.4814215553554729,0.2767407734612021,0.1914585765470177,0.3425217054742459,0.0798717078138107,0.1900583678189089,0.0983823435979627,0.4681770316039584,0.1732835594371926,0.2506124872912208,0.3360412695202897,0.0750849425750178,0.3345280557886668,0.2158213883254274,326243,7,CD68
214,0.2005591234410933,0.2857852596638469,0.2002750665761997,0.2255960724514446,0.2526361202780919,0.279920165751792,0.1920591632803943,0.3627163108451325,0.2932932169264032,0.2474482756430073,0.2503599210106214,0.2363806557809978,0.2792785805630951,0.3162188483194533,0.1264899488461524,0.1889881605078494,0.1458947508867026,0.4144055354473393,0.2217700319222328,0.1974417508414835,0.1927395442446089,0.4733653477372062,0.2305780297140374,0.263848531925751,129822,29,aSMA + Vim
215,0.204299624665452,0.2923149867583979,0.2744874133887444,0.251023660296796,0.2660050059607993,0.289118084733358,0.5507344826909568,0.2409883258074003,0.4650015981193783,0.2545778137491605,0.2296167999761203,0.1636475927895979,0.273021773787038,0.221703917449221,0.1220078898225455,0.250976427327314,0.1181432167276602,0.4634775175522173,0.1712929147205239,0.1986737649539582,0.1596067858121736,0.0898419488910316,0.1468699805846449,0.2276338863723417,111707,2,HLA
216,0.3517517263708882,0.6180116468942342,0.2460194880326266,0.2273572852345411,0.2250801919515782,0.2111143590991684,0.2395895016900295,0.2438815869432297,0.5779967435048604,0.3727368700158111,0.2146923197966343,0.134741062742241,0.1661129891363852,0.2432260999619964,0.0854480771597033,0.2311816396003643,0.1191143493885217,0.8479122375460689,0.1724814417362962,0.1894459592347642,0.1484978817785023,0.0568788526538838,0.1501114906868874,0.1957035340708006,63630,4,CD4 + CD45RO
217,0.415652003161049,0.5541128579981436,0.2295734694688792,0.2748993149223135,0.199745658172992,0.1536417779545029,0.1377860884394629,0.2898997746859499,0.4899298667791244,0.4392215204973132,0.1906736679263833,0.15345156488742,0.1176935126686988,0.3361341290880774,0.0885804747362673,0.3141886123296016,0.1226324145916923,0.5179236554920926,0.221667153192613,0.2523835303902761,0.222847861697434,0.0686628651233371,0.2213320670115088,0.2076255601628779,196187,4,CD4 + CD45RO
218,0.3839166088095995,0.4833530013214897,0.1749114622962264,0.307001631054849,0.3352683429711959,0.2887875142565362,0.1004106914194868,0.2532414394739823,0.4041187379982741,0.358350145528822,0.3270392828860621,0.2131600964218751,0.3352568266442259,0.309755270080479,0.1028944557335375,0.2388493291588316,0.1062043618037052,0.2601100086907193,0.2015203950644551,0.2931738512917826,0.2477343650097331,0.0832310180351662,0.2313791261118903,0.1857792329680336,402150,3,HLA + CD4
219,0.4753347018620835,0.5517657964079934,0.227666854103463,0.3379240888249917,0.2239518433466958,0.1379828369201,0.0897136149953941,0.3156079006156046,0.5007148306922206,0.4342386986971279,0.1495510267160634,0.187303105595453,0.1023766055106758,0.4107718931114622,0.0985164240382755,0.2592821198811957,0.1195086916136294,0.1186914212112043,0.3322300397914815,0.3287909157135801,0.2550902335985769,0.0964177081708483,0.2381089423456708,0.1872161162905589,209913,4,CD4 + CD45RO
220,0.4363481227373887,0.5263838740302155,0.1608361133006479,0.2758015735775871,0.2021635561497662,0.1306124065495621,0.1129403590459124,0.1927219467287125,0.436246069013295,0.4261348160517669,0.1539495741262902,0.1947594673815146,0.102814073054214,0.3529650437280422,0.1119828658290234,0.2976492619509437,0.0913570063336419,0.1073938404535528,0.2571238344735697,0.2456634932909446,0.3186968598314942,0.420236997675371,0.3057336455147173,0.2369890479267258,223874,4,CD4 + CD45RO
221,0.3243084201056668,0.2319929479799493,0.1798446539101912,0.2275972865509006,0.2197061952838643,0.1755165872441892,0.2507923161670454,0.1050275300805112,0.2178097034340853,0.0871296069318326,0.1321676031391788,0.1449888896241661,0.1884906450443318,0.2150071735371963,0.2404373563837316,0.1394689351142003,0.0755188095781956,0.0497949408277557,2.122451999043064,0.1626602544390005,0.1798992533194332,0.1441917375930724,0.1020136837210985,0.1681340481975826,23247,28,BetaCat
222,0.308042274443582,0.2820998497313159,0.2041685801006218,0.2937071654877802,0.3169394227926474,0.3106719876027303,0.1934329823932348,0.1804121148815761,0.268223122599491,0.1190863825530791,0.2031394771487102,0.182511717175212,0.2803147525541603,0.2825408790277444,0.1646941893727312,0.1912984154465663,0.0947780963508155,0.0684293291776669,1.2193961208025952,0.2343478478166512,0.2475105947536136,0.1443733805458157,0.1339570074358308,0.1922229337419236,75202,28,BetaCat
223,0.2829569949139534,0.2528171472417202,0.2043659457450149,1.4588790378740522,0.2583825293855103,0.2099967802923294,0.2169491435229943,0.1556897402220969,0.2395685793225339,0.1764352637270855,0.2280806730644725,0.1422393752130646,0.2000865459585008,0.2653640798028328,0.2574572213858557,0.2388928516295309,0.1305963589386934,0.0766722816094956,0.2939339234995385,0.3453501175631936,0.1827812149484954,0.0935142738879721,0.1088515880033233,0.1529328032677081,32079,36,CD11b
224,0.2007168924035448,0.3350027226653312,0.2289465530372968,0.3484807226550249,0.2519439357944893,0.2000823793702503,0.139794254146871,0.2032904220448542,0.1832542186804608,0.1814627813106273,0.1433213427908974,0.2664360412464069,0.1889508453706489,0.6609609259006376,0.3658900697477907,0.2332280553588023,0.7452579149424677,0.0793791032112115,0.4951054709189622,0.2274993648786392,0.1780004396919608,0.1157226572703777,0.1140676454032026,0.1201280363329253,105326,34,ECad
225,0.2466715381541352,0.4650717435253961,0.2307845069810686,0.3618783864257919,0.384437090065499,0.3019175341029171,0.1457513976927134,0.1506535253350998,0.1584549448545502,0.2286828372355624,0.1652496720879356,0.3467588470276164,0.2584070986778126,0.3252243048766672,0.3596614589543848,0.2627743514615173,0.4955578667192166,0.0690307108611985,0.375718413287704,0.3071831720236348,0.1514578748810215,0.1683159180539373,0.1035730441610972,0.0891251313349948,445062,8,ECad*
226,0.1975955981612024,0.2707094596761492,0.1955748328645072,0.4388069890428729,0.325180156712603,0.312886215780623,0.059642872123314,0.200323500919358,0.19426719087318,0.1828788809672274,0.2049279184970575,0.2133174506833526,0.1495690923802192,0.3696612669335865,0.4283922534443409,0.3458104788394721,0.4307083603295287,0.1125006348461137,0.4030600685275685,0.4346513824018469,0.2720397589249576,0.0946233473244821,0.1581304310863611,0.2012445380967356,224382,5,CD8a + ECad*
227,0.2532419284298827,0.2363233837891751,0.234472307393727,0.2219911270676098,0.1920553565868638,0.2049441443485327,0.1803167459641456,0.1429472534090454,0.2286658060899023,0.7130510567921138,0.1875891754419903,0.1317480194936567,0.247370478392746,0.2075049248236759,0.1235340900208746,0.2984374045248996,0.2340479329488647,0.1814945795104817,0.1977383695770563,0.2365396106180657,0.2515658690659738,0.6163100293069624,0.1876206638290588,0.3211261314046015,86300,22,CD45RO
228,0.2424341560526263,0.315438749537366,0.2776136358633445,0.2992415782972179,0.2660340645418863,0.2647945527421362,0.1440266543226668,0.206056140666085,0.2906602928659625,0.2278250827304906,0.3287440962693663,0.2039899166621312,0.274499309167713,0.2555730226861046,0.221913812514199,0.2166064942460008,0.3365393543657998,0.2962868960775616,0.2860145383128102,0.3026794328877816,0.2819485216816605,0.2267559398211593,0.2307793211858199,0.2285095921873215,659445,2,HLA
229,0.2599732167747471,0.2999800843027437,0.2996651841903279,0.3470892454270752,0.259219402756406,0.2104748318015377,0.1460919801764096,0.2217046672550347,0.27073756475465,0.2222145429028514,0.3614787285378654,0.2413885538211216,0.1721823405270285,0.2799424657176855,0.2696266673806117,0.2391501394970965,0.3954966447010202,0.1150785309448364,0.3272842782126946,0.346458399494757,0.3499835927221448,0.1007430879085113,0.2796162488661802,0.1926909160276459,317307,5,CD8a + ECad*
230,0.1839375233547087,0.3506039217984277,0.2072169553357927,0.2640844349668537,0.2949663932283822,0.2868392928170442,0.1227249749630136,0.21573068673415,0.2700247579807163,0.2356309075944402,0.4207124231679694,0.2413701651340068,0.3477296853924876,0.2446472162069344,0.2595665662286746,0.2087340114546613,0.4284959438716168,0.4527735183657788,0.2686228539185284,0.2709664271962546,0.2369053395114234,0.0835782888467271,0.2281048434446239,0.1837654937693928,294804,2,HLA
231,0.1841730313115949,0.3608042016226657,0.1821491322030993,0.326500165055395,0.3342485148270459,0.3491950977512486,0.0916283091102324,0.2032433572457815,0.2459336294488344,0.1879553277387516,0.5269143905702337,0.2868022756575468,0.4205684250218493,0.2517368518294731,0.2673835160977499,0.2527511650253929,0.3382380660027885,0.3426893948636358,0.2913812572070921,0.3147047654108368,0.162329075512582,0.0677061552194356,0.1339873093867767,0.1797154125602422,248359,2,HLA
232,0.2021936123428773,0.3510758137668889,0.1973947947726501,0.3528774252104887,0.3204106306994094,0.3004114179665085,0.0929894100852396,0.2277538706161351,0.2700182438860303,0.1893010253138588,0.3095456967368472,0.232254847843998,0.2912356642851651,0.3212676179878306,0.2509745647637864,0.2259940965037133,0.3234372755593033,0.2552272969375404,0.300322361175072,0.3529169823888167,0.328840857570759,0.0748367026303517,0.2792082557093381,0.2016589074569266,539539,2,HLA
233,0.205192673153915,0.3618593578489034,0.2213968509051227,0.4136196671880642,0.2824217041096408,0.1977119019748687,0.1421769418676822,0.2506002257487923,0.3375423881398191,0.1888961659868881,0.2977566443394216,0.1972894611895001,0.1455937660343925,0.3700071002330458,0.0895237174510052,0.2589822904221089,0.1254478232921616,0.470311879346283,0.2753579860409578,0.3773235557455917,0.4013138624677531,0.0671500821472697,0.3240087439949158,0.2406342449201227,267077,2,HLA
234,0.2099123990165821,0.4294077633349823,0.1802899029937586,0.2828314307636533,0.2029321106802257,0.1665293200027106,0.1339832278969739,0.2258510035360852,0.3695992799036329,0.2694238234987702,0.228555074421015,0.1411924729334543,0.1416717101799043,0.5440797820261661,0.1095261527805075,0.2342006160824436,0.1363622533541019,0.7300666086423176,0.2478382311783007,0.2633156416782572,0.2941625702402159,0.1115342549674335,0.3870151011101834,0.2337190146981284,90420,2,HLA
235,0.1906510857274072,0.2664979475611703,0.2508751906344302,0.241792338534291,0.225919722534597,0.2360149252277202,0.3551361811115168,0.2094117793482358,0.3939319848632799,0.2295495570318962,0.271513511139227,0.2003794243049959,0.218885207075926,0.2053714003247789,0.1498819228543519,0.2397246474208071,0.1726420686266988,1.0797058931955348,0.2023499138700082,0.2193656488194827,0.1661114616297104,0.0810594337468623,0.1699458557683685,0.2137405949154921,66045,2,HLA
236,0.3496976893650794,0.5015330212707625,0.3252844533717575,0.3533444944908053,0.3061201529982176,0.270895192264288,0.233362216915598,0.2854662655638113,0.4765194005017928,0.3440628955743883,0.2009892369942955,0.1589502111451666,0.1714141843072263,0.2789841352835025,0.1005608211105892,0.2749158443483253,0.1286588406076732,0.3055810103202355,0.2189979516893664,0.2884560124726417,0.1563898431048503,0.0678483640136196,0.108127675872785,0.2299192269610513,196285,3,HLA + CD4
237,0.2835085399169036,0.3131708382945057,0.3199602437861427,0.7534203822132475,0.231030388538942,0.1333891616490846,0.1995181879664196,0.2064887914281102,0.5495852924223464,0.581619333714945,0.3417895129514668,0.1436580667084787,0.2074171032326017,0.2647340704722324,0.1638887089226312,0.156769554442456,0.1026027098007246,0.1011867981940371,0.1946268656790323,0.3207706988909006,0.2182760635345956,0.0587458034417919,0.0908256747672767,0.2571359846169702,104480,24,CD68 + CD11b + CD45 + CD45RO + GzmB
238,0.3612830250831755,0.2719279893726964,0.2039730206378602,0.3486333494813009,0.249692081484627,0.1888650108597125,0.1141058003417579,0.3788088066968625,0.4659709084360286,0.3034215209214798,0.2177637583515233,0.2318293884071741,0.1513071979398261,0.4262484587772852,0.1327665957197514,0.1848207979340067,0.1112587167702055,0.1677202620736084,0.2417108277050991,0.2634351446338311,0.3385735898398703,0.1139963435656437,0.4307083054046185,0.2266979408471384,128793,1,Vim + GzmB
239,0.3881386993239613,0.4920433095711799,0.1976432530165296,0.360100990477234,0.2727444753682368,0.1797921012346134,0.093660910483276,0.2502964724456656,0.4142460006105457,0.3660973010927253,0.2428453440402072,0.1790375325137733,0.1356564159321664,0.3467345433980086,0.0961790661546044,0.2771560611968121,0.1009891664421809,0.1724552065708674,0.231211207692165,0.3328741781173522,0.4016210281773791,0.0938183225275548,0.3057695482314376,0.2618588590168719,363220,18,CD31 + GzmB*
240,0.5226267697411703,0.6075269140353726,0.1767097631044903,0.2611498285177062,0.19157811075381,0.1232722958952232,0.1075011863141378,0.2631105978315814,0.5197296280153955,0.4814884862341672,0.1726557603586623,0.1734335855965307,0.0997191630887871,0.4233786300985981,0.09136995778403,0.1909712338725539,0.0800591136801242,0.1248546415083646,0.1836022330716035,0.2347478938950778,0.3915859259006017,0.1278292548286591,0.4250981777407079,0.197511853575984,203786,4,CD4 + CD45RO
241,0.2443334392554675,0.2701194317620158,0.1843149044924925,0.3138173285163958,0.3387304692485883,0.2382846342311477,0.1779284501703996,0.1152803130824003,0.2492477327599643,0.1240715348785791,0.1136282440681697,0.1649147167547202,0.1740287613104249,0.2304754271497433,0.8321134578374461,0.1782165357492113,0.1759764312836056,0.0792071160724504,0.9580509672973206,0.3210420747516598,0.2101474812639363,0.1097316486698619,0.1121859361118585,0.1541500348579039,40487,28,BetaCat
242,0.8125357246793529,0.361982292982936,0.2251163513179012,0.3643399552267843,0.2803168956831522,0.2560028511131785,0.1818508442836954,0.1415291689409713,0.243532368467071,0.1953953244713192,0.1241626856339355,0.0994208821698845,0.1573549092080226,0.3056342819119727,0.5213510672382782,0.2733552191701306,0.1503326754506371,0.0349818922211378,0.5197057743158406,0.2594730404805472,0.2278679007335991,0.0848253472182637,0.0993588805210349,0.1494708722623417,133176,23,CD3
243,0.2286652296395758,0.2940871108488735,0.2453884121436861,0.4146305500671949,0.301766544366419,0.195708606833048,0.1661274811464468,0.1702701698319677,0.2370752197504157,0.1488214783644025,0.1822225260690107,0.3247351100144245,0.1294779558409947,0.2872775680005349,0.7444482074548524,0.2121170915217138,0.2419887174498096,0.0935351161357954,0.3470138836470375,0.7159138637495793,0.1729275867755229,0.0506112318696648,0.0844338738576293,0.1152502181523257,117909,30,B7H4
244,0.2757338496814987,0.3991822769547477,0.2814814989326754,0.4613766339310312,0.3438669576393888,0.149718176159625,0.1555378267692564,0.1638363231525587,0.1735479357769353,0.0964630635915481,0.1298455849702537,0.240881695620346,0.0853535653965454,0.3930863487812636,0.39764674247714,0.2927174279978563,0.5210962379540867,0.0590018569369765,0.4554297133749227,0.5309880576184964,0.2797014537263907,0.0383467101224558,0.0714645557823613,0.1940501256422913,433667,13,ECad + B7H4 + BetaCat + PanCK
245,0.1910006894878647,0.2686476553475712,0.2075152389733599,0.382962703934699,0.2542676470935407,0.1671372170949852,0.0909410248534561,0.1762092003962945,0.1502333176741794,0.1551841220483109,0.1191084348069124,0.1886901483030873,0.1167131985086217,0.3725033790905655,0.3803231678144726,0.2716687498803732,0.6053170279454412,0.1068844306901888,0.509479793964075,0.4079195646257124,0.2278460056341828,0.4397680870617969,0.1432173811771023,0.2477181486385814,214167,26,ECad + aSMA
246,0.2116607781744297,0.313922922980181,0.2097964585212601,0.3352324160619996,0.2159968592291089,0.1372448782023566,0.1266750694285557,0.1783882010598386,0.2173396743968872,0.1723771827415558,0.1426419244817297,0.220906350148536,0.100492474444606,0.3220624923704656,0.3097738474131103,0.2131682655814786,0.4952212063955509,0.3509631506299687,0.4133957927396046,0.3802065037198837,0.3135803231737945,0.3479686229539733,0.2078890101524797,0.2757394549587175,398238,26,ECad + aSMA
247,0.2074918859027808,0.3056911667692275,0.207697809246348,0.3814125171869944,0.2875618469847121,0.2118298906796858,0.1141671833976088,0.2241527550945757,0.2232817843299405,0.1843829682544632,0.2203216397402985,0.2175741257506708,0.1601505913821582,0.3419753323876848,0.1841126344154568,0.3214103831210623,0.174449466990069,0.1299898355145781,0.3550245159983383,0.3854940453631792,0.2612521510076666,0.4487622761809205,0.1886939021271425,0.3478620652058883,244543,29,aSMA + Vim
248,0.1760485912704015,0.2926022491954076,0.1640534383649411,0.3357012754504088,0.3100825298204705,0.2840158474573223,0.089182429913444,0.2767328471085649,0.2342192938999027,0.1908271205701876,0.2458521392000684,0.2276252216577905,0.2053659179928989,0.3183337603515155,0.2505208248284534,0.2106424964911627,0.1841778330184376,0.1845898227273719,0.3184258385573386,0.3027941658629222,0.3647678180203907,0.3396180558302134,0.3235655306076721,0.3006043915910347,276060,29,aSMA + Vim
249,0.1593164539223665,0.3169058519207016,0.1481974798142496,0.4066927013852934,0.4065359564547347,0.2940383865199074,0.0822374127485347,0.190082812301228,0.2343320690520344,0.1425418137260525,0.2439034473783781,0.233432500425568,0.2127988519400243,0.3699935605266407,0.101312022215364,0.2417696441060796,0.089517650377666,0.1938103247268366,0.2793225129153581,0.3736874707117603,0.4102127962437433,0.4212697322783843,0.3820763447070558,0.2225329868640798,154198,29,aSMA + Vim
250,0.2613731967662423,0.3801113858044341,0.1855728514324777,0.3837431800398891,0.3487763071258413,0.3670575911202655,0.1528084381613829,0.2065886554435314,0.2469535186972692,0.2041851118691846,0.2205266443084762,0.1871582692692656,0.2282482100578276,0.2875421481507286,0.5517054754415869,0.3515485633622074,0.2653305175744742,0.1279796806922207,0.2618475246893728,0.2959260098806378,0.1763854004855026,0.0942476741773162,0.1386017552127,0.1686527949577613,260646,8,ECad*
251,0.1772066764700765,0.4230351315081307,0.1603270612416211,0.3458996518877159,0.4593829419076024,0.4980688467640582,0.0697529021694318,0.1971156780469411,0.2490772370103814,0.1791360105628155,0.2702410111917002,0.1928387205698164,0.3530777476289069,0.2538366181576565,0.274825444803058,0.257951373231688,0.4297854834420127,0.3943903759258772,0.3176183562010358,0.3112125830042305,0.1358256129932651,0.0647362717696106,0.1080316714813554,0.1834349124145362,169946,21,CD16
252,0.2200521083843307,0.3692632856206119,0.1980745905080005,0.325907461798088,0.3269467387321851,0.310515253510305,0.116480704926271,0.2692396658983449,0.3367106635791337,0.2845880535376126,0.2308486177363489,0.2058465196641357,0.205521604788567,0.3210762373619698,0.2703194458340346,0.2361155727637723,0.3900992767576528,0.3669206707857496,0.3013757638531112,0.2947007530446666,0.1970532678517435,0.0734915190346043,0.1682138079012333,0.2151303339161525,457457,2,HLA
253,0.202845897966526,0.3242331955056568,0.2247914504791213,0.3389131161348871,0.2656646066114967,0.1724151701313773,0.2085365058070454,0.2138897850104448,0.2289450862939162,0.1732531596873018,0.1730666656677289,0.2464986510748973,0.1146754823273291,0.3098318937961556,0.42689360806547,0.3005959218414476,0.3543009059535279,0.5656113404961591,0.3122519233716443,0.426901746405503,0.2109478494174562,0.0552649715438471,0.1648901593525961,0.1608657895975715,183492,17,HLA + Ecad
254,0.1879166297647594,0.43790799553788,0.2080030479674636,0.3513974539829453,0.2504671480223878,0.2870268899515469,0.1000521237354141,0.2495733394141767,0.2673286401865756,0.1736258277009607,0.2412239840732553,0.164423044272736,0.184675899287976,0.2624490338992057,0.1710407893567618,0.3606931968944099,0.392385953421791,0.908672510484513,0.3274385200732055,0.3051037243802691,0.1604991386353362,0.0638670357850094,0.1176300997070096,0.1969793251469211,58787,17,HLA + Ecad
255,0.2002032818722426,0.252201610168666,0.276133615087661,0.3280554939643308,0.2083212038087017,0.1587823870479552,0.337377102890226,0.2321844293638186,0.4515577972368113,0.20185223500749,0.2097028924805377,0.2385166986160967,0.1226618493156467,0.310079875162545,0.1055018555805619,0.2313347381858091,0.1503853175343762,0.5712694408759135,0.2965678417808112,0.293358750998629,0.3056274612171964,0.0824485039764365,0.285446192193908,0.2462763264585475,201900,2,HLA
256,0.2752364597266131,0.3720750064337142,0.2984965030828285,0.3098120179037915,0.2453582196213763,0.2105034285672143,0.2093396490126998,0.2533483162056312,0.4060221223721624,0.3044656753052391,0.19392799849294,0.1935893058743204,0.1383953428267224,0.2663172026947041,0.2151603726100793,0.2513059481805862,0.4843041748990524,0.5094890292867186,0.2913677418942449,0.2622421688512094,0.1687093855153658,0.0697882569737798,0.118992599701186,0.1893528672994754,189478,2,HLA
257,0.462519533603317,0.5149669416079731,0.208853555387778,0.2530680839862741,0.2342239903670574,0.2220300505957485,0.1146880037936462,0.2465791338235744,0.4516050049659401,0.4478082030646829,0.183643109211561,0.1833999129473705,0.1576837848332445,0.2633333393125362,0.25841640673222,0.2426700140912137,0.3561037238738055,0.2366481625464289,0.2613333867617489,0.261409070582754,0.1935460468081528,0.1051544455040972,0.1558386713465724,0.1972736599241976,194278,4,CD4 + CD45RO
258,0.3966724461288316,0.4573068230405375,0.1988758766098311,0.3338856105501443,0.2238817914659116,0.1507202205281008,0.0878261810085,0.2461290791283096,0.3961057733144128,0.355414065851865,0.1499255304982013,0.1829263776018141,0.0945776184922656,0.353925151368098,0.2476048070269255,0.2896320489232171,0.3870276474057117,0.1560682420799459,0.3523155472976927,0.3516824816464229,0.2935562510553449,0.0879265965660184,0.2467154649589863,0.1781309159076517,256875,4,CD4 + CD45RO
259,0.4078191330049969,0.430835025388376,0.2564265762147303,0.2542003826876315,0.2251673742850044,0.1738954750129374,0.161665550159085,0.3642767313836563,0.4214050052361076,0.3808864879708883,0.2102905781021987,0.1940385410403253,0.1701527337187489,0.3228764012959281,0.1164285163765646,0.2035059488443479,0.1166008722203684,0.1731536165290657,0.2317480933766442,0.2415559541465884,0.2510915497931669,0.3295060591512064,0.2117261898183015,0.2466421507092034,162148,4,CD4 + CD45RO
260,0.4312451443177941,0.2123712995548025,0.5443050213330799,0.3151451823795219,0.2055843614280782,0.1337975119133707,0.1424144457179103,0.2432769989210209,0.4244986456020033,0.2675446209285425,0.1943671432263206,0.2182557012624305,0.1078613210594873,0.3445316279255461,0.1128512243363273,0.1954351172419404,0.1179965297076086,0.1266760117314244,0.2544476209956625,0.2917033574072311,0.485440452687546,0.1313821745464921,0.4113269063464,0.2406762148141553,236133,25,CD8a
261,0.1347664916140854,0.1306237727652704,0.0957885636819624,0.2272746018512431,0.2061863216848065,0.2007321176725003,0.2015626312910532,0.0991401372231363,0.1778084444608217,0.0898073464016191,0.0970279283321487,0.1383241690746501,0.1460814524736001,0.1545587417071399,2.596933742928046,0.1343075990222008,0.1089647573908824,0.0711708490890276,0.245312075127395,0.1524248598492329,0.109929607826623,0.0644314692057397,0.1045772744856956,0.1042387563220345,14357,37,PanCK + CD20
262,0.1500569717887148,0.2507609266715572,0.1650422388469175,0.3840174579627252,0.5167846713678785,0.681566913322492,0.1706043254931237,0.1335076777686416,0.2347864757608584,0.1490710308071913,0.2039195873454894,0.2338733252222256,0.445908047897971,0.1626527624960449,0.7327997232870213,0.2015497697136096,0.1646951580238189,0.0667610988378177,0.2884420218006447,0.2372398944390152,0.166853078163491,0.0643525019478237,0.1156224262806316,0.1286774245136097,100558,11,CD14 + CD16 + CD163
